epoch,train_loss,train_mcc,train_accuracy,val_mcc,val_accuracy,test_mcc,test_accuracy,learning_rate
27,0.48739364221692083,0.555505417836663,0.7764818120268357,0.5570568368201946,0.775469003889901,0.5629592263568297,0.7780294450736127,0.0007162521529260769
28,0.48722520023584365,0.5570655622182581,0.7771096202375823,0.5562396864544245,0.7767492244817569,0.564735160130075,0.7806883647643902,0.0006183221215612906
29,0.48711125552654266,0.556165149189356,0.7767834061672925,0.557701656646942,0.7768477029888227,0.5634238730730754,0.7793589049190014,0.0005258279275047248
30,0.48656083047389986,0.5577544632880567,0.777718963500954,0.5571047461936353,0.7770446600029544,0.5659071059885519,0.7811315180461864,0.00043933982822017887
31,0.4865833558142185,0.556651914762696,0.777041915430541,0.558166804683074,0.777881727313014,0.56579239060776,0.7814269535673839,0.0003593910515999536
32,0.4858445808291435,0.5568027450639021,0.7771157752200406,0.5592485345150515,0.7777340095524152,0.565495932705714,0.7805898862573243,0.000286474508437579
33,0.48656575977802274,0.5560892127685748,0.7767895611497507,0.5575527221983937,0.7779309665665468,0.5646760273796779,0.7812299965532522,0.0002210397534688617
34,0.4857096880674362,0.5573875299762096,0.7774173693604973,0.5581654683695048,0.7773400955241518,0.565355781628001,0.7806391255108572,0.0001634902137174483
35,0.48620145097374917,0.5563274764673087,0.7768141810795839,0.5579994907394502,0.7780294450736127,0.564721278115215,0.7811315180461864,0.00011418070123306988
36,0.48558723405003545,0.5587361126581727,0.7780759524835354,0.5568116343137094,0.777241617017086,0.5663411630614518,0.7817223890885814,7.34152255572697e-05
37,0.48554677814245223,0.5582700336985457,0.7776697236412876,0.5574233789519039,0.7777340095524152,0.5664305602651194,0.781968585356246,4.144511940348516e-05
38,0.4854940891265869,0.5576325350684168,0.7776143287991629,0.5572869911015582,0.7771923777635531,0.5659323961005723,0.7811807572997194,1.846748910729351e-05
39,0.48563246726989745,0.5579335145647829,0.777595863851788,0.5572501640071711,0.7773893347776848,0.5660227530626505,0.7814761928209168,4.6239994003080545e-06
40,0.4856647580862045,0.5577117461616178,0.7775220040622884,0.5571904213515966,0.7773400955241518,0.5660479468651312,0.7814761928209168,0.0
