epoch,train_loss,train_mcc,train_accuracy,val_mcc,val_accuracy,test_mcc,test_accuracy,learning_rate
3,0.5053952597081661,0.535181757696832,0.7668800393918878,0.5465684814704753,0.771923777635531,0.5557377621475196,0.776109114185829,0.0029815325108927065
4,0.4983690805733204,0.543574896892275,0.7708746230073245,0.5517908484888717,0.7746811758333744,0.5596149610033575,0.7781771628342115,0.0029672214011007086
5,0.4959413677453995,0.5466904611335636,0.7722902689727335,0.5527761036215953,0.7745334580727756,0.5594822143444352,0.7774385740312176,0.0029488887394336022
6,0.49403221905231476,0.5490172406949819,0.7735028005170185,0.5520455216973201,0.7729578019597223,0.5556447843044527,0.774287261805111,0.0029265847744427303
7,0.49275796562433244,0.5505723515466514,0.774087523850557,0.5538465134791545,0.7753212861293023,0.5618651154510371,0.7789157516372052,0.002900370639745802
8,0.4910539276897907,0.5515269345473026,0.7745245276050964,0.5499128940771967,0.7712836673396032,0.5590416187290552,0.7754197646363681,0.002870318186463901
9,0.49250044897198675,0.551906500148423,0.7747768818858867,0.5565139607673804,0.7767984637352898,0.5591319377589401,0.777832488059481,0.0028365097862825513
10,0.49036227241158487,0.5534287771796476,0.7754231550440082,0.5541055474204378,0.7752720468757693,0.5613211887251376,0.7784725983554089,0.0027990381056766577
11,0.4906779170036316,0.5525533334786912,0.7749307564473441,0.5546913818911915,0.7766999852282239,0.5612149154135855,0.7797035796937318,0.0027580058519181354
12,0.4899683244526386,0.5532054818581341,0.7754354650089247,0.553559712232166,0.7742380225515781,0.5638016339274888,0.7789157516372052,0.0027135254915624206
1,0.7640329658985138,-0.003204189173956538,0.501107896842494,0.0,0.4875670884829386,0.0,0.4876163277364715,0.00499229333433282
2,0.6956531345844269,-0.0026351400445201976,0.4985781990521327,0.0,0.4875670884829386,0.0,0.4876163277364715,0.0049692208514878445
1,0.6332742959260941,0.2950526991596085,0.6479780882624484,0.5105987700570908,0.7515387266729037,0.5232190706749877,0.7574966763503865,0.0029953760005996923
2,0.5238405242562294,0.5123301058404364,0.7555548716686158,0.5340169266646205,0.766704416761042,0.540759999831053,0.7698557289871486,0.002981532510892707
3,0.5062870144844055,0.5322988932830139,0.765427463531729,0.5450155982774232,0.771973016889064,0.5556669356520643,0.7769954207494214,0.002958554880596515
4,0.500196273624897,0.5403689251058922,0.7693235674278328,0.550226422831054,0.7737948692697819,0.5584531329733867,0.7774878132847506,0.0029265847744427303
5,0.4980379529297352,0.5445429237474707,0.7714224164461131,0.5526904692519777,0.7741887832980452,0.5594975175634542,0.7772908562706189,0.00288581929876693
6,0.49679056406021116,0.5455779895492776,0.7717117006216532,0.5487305014326769,0.7705943177901423,0.5539534836002349,0.7728593234526565,0.0028365097862825517
7,0.49461252242326736,0.5485486829042414,0.7729119222010217,0.5539001046301002,0.7743857403121769,0.5611340171431489,0.7775862917918165,0.0027789602465311384
8,0.4924360133707523,0.5508113739015216,0.7743521880962639,0.5512428650640412,0.7709882318184056,0.5582617192588193,0.7739425870303807,0.0027135254915624215
9,0.49280494675040243,0.5509221230370565,0.7742967932541392,0.5543447338481513,0.7763553104534935,0.5607115086361277,0.7792111871584027,0.002640608948400047
10,0.49124641343951225,0.5524899727439297,0.775072321043885,0.5529060840040535,0.773105519720321,0.5599963687215137,0.7762568319464277,0.0025606601717798215
11,0.49169698655605315,0.5510623802975205,0.7743091032190558,0.5554547610997123,0.776650745974691,0.5618511303879089,0.7795066226796001,0.002474172072495276
12,0.4905628651380539,0.5520800544438474,0.77476457192097,0.5566259678055855,0.776059874932296,0.561082963582177,0.777881727313014,0.00238167787843871
13,0.4894324354827404,0.5543029268474542,0.7757432141318398,0.5562376640287428,0.7756659609040327,0.562583720376781,0.7784725983554089,0.002283747847073923
14,0.4899699456989765,0.5530508490856649,0.7753246753246753,0.5566574882813456,0.7739425870303807,0.5624532993565415,0.7763553104534935,0.0021809857496093202
15,0.48876136764883993,0.5567001256522915,0.7769742106234997,0.5572515731340577,0.7766015067211581,0.561455708220836,0.7782264020877443,0.002074025148547635
16,0.4883798211812973,0.5552750016255439,0.7761740629039208,0.5570740670567852,0.7767984637352898,0.5634143832484249,0.7796543404401989,0.0019635254915624212
17,0.4888192541897297,0.5549744097626644,0.7760263433249215,0.5574614104726476,0.7753705253828352,0.5655035130741182,0.7788665123836722,0.0018501680457838584
18,0.4887793719768524,0.5566943674416748,0.7767834061672925,0.5551598919136398,0.7757152001575656,0.5631005974758305,0.7792111871584027,0.0017346516975603465
19,0.4885154992341995,0.5533926193034596,0.7756385794300487,0.5536372185502765,0.7730562804667881,0.5620433628688464,0.7767492244817569,0.0016176886435917675
20,0.48742168545722964,0.5564892792670081,0.7769926755708746,0.5570770900690345,0.7775370525382835,0.5636407352334425,0.7804914077502585,0.0015
21,0.48723381757736206,0.5590885793933418,0.7779343878869945,0.5565848419244593,0.776109114185829,0.5631100240040056,0.7789649908907381,0.0013823113564082328
22,0.486822497099638,0.5573065148868707,0.7772819597464147,0.5551853206671585,0.776650745974691,0.5637119691590917,0.7805898862573243,0.0012653483024396542
23,0.486159174144268,0.5578530941067154,0.7774912291499969,0.5602989754188082,0.776650745974691,0.5647532569049628,0.7782756413412772,0.0011498319542161421
24,0.48613798171281813,0.5585178780413935,0.7778543731150366,0.55413487226308,0.7722684524102614,0.5608946817881046,0.7749273721010389,0.001036474508437579
25,0.4856853045523167,0.5595506948393041,0.7781067273958269,0.5582589540610658,0.7773400955241518,0.5652476928916859,0.7804421684967255,0.0009259748514523655
26,0.4851056568324566,0.5586008775163943,0.7780636425186188,0.5596639165971269,0.7776355310453493,0.5669572444433764,0.7809345610320547,0.0008190142503906799
27,0.4854884140193462,0.5587061235641388,0.7783529266941589,0.5587329676829621,0.7769461814958886,0.5680690543615211,0.7811315180461864,0.0007162521529260769
28,0.4855141840875149,0.558267972527309,0.7779713177817443,0.5546018688037753,0.7716775813678665,0.5617224781925408,0.7746319365798414,0.0006183221215612906
29,0.4850471973419189,0.5601914576766283,0.7785068012556164,0.5581063998211603,0.776059874932296,0.5636900185938715,0.778423359101876,0.0005258279275047248
30,0.4847248077392578,0.559081010573284,0.7781559672554933,0.5579326034442568,0.776650745974691,0.5657349017642269,0.7800974937219952,0.00043933982822017887
31,0.48382874131202697,0.5618681683366366,0.7794854434664861,0.5609368123898547,0.7771431385100201,0.5641958688616364,0.7782756413412772,0.0003593910515999536
32,0.48417791426181794,0.5604008552729665,0.7787283806241152,0.5582394925435363,0.7764537889605594,0.5646787650565049,0.7791127086513369,0.000286474508437579
33,0.4838088035583496,0.5606884947900671,0.7788145503785314,0.5583955114683756,0.7759121571716973,0.564951143867279,0.7787680338766064,0.0002210397534688617
34,0.48368065878748895,0.5608856647670039,0.7790299747645719,0.5588959704999086,0.7768477029888227,0.567186221765187,0.7804421684967255,0.0001634902137174483
35,0.48369398042559625,0.5613294872409805,0.7791407644488213,0.5589946569469699,0.7770938992564873,0.5671723275707103,0.780786843271456,0.00011418070123306988
36,0.4833830751478672,0.561607865421591,0.7793684987997784,0.5586568641343312,0.776650745974691,0.567036733234958,0.7802944507361268,7.34152255572697e-05
37,0.4833493694663048,0.5619129898463757,0.7793869637471533,0.5586314203781171,0.7767492244817569,0.5661147827574065,0.7799990152149293,4.144511940348516e-05
38,0.48338655233383176,0.561076453795274,0.7791469194312797,0.5588039950574907,0.7765522674676252,0.5655542636201777,0.7794081441725343,1.846748910729351e-05
39,0.48343476131558416,0.5610845964662923,0.7789868898873639,0.5588737365537154,0.7767492244817569,0.5665810196377569,0.7800974937219952,4.6239994003080545e-06
